"TOA5","Compass_OWC_W_321","CR1000X","28729","CR1000X.Std.05.01","CPU:COMPASS_v3.CR1X","57162","ClimaVue50_24hr"
"TIMESTAMP","RECORD","BattV_Min","Rain_mm_Tot","SlrFD_W_Avg","SlrTF_MJ_Tot","WS_ms_WVc(1)","WS_ms_WVc(2)","WS_ms_S_WVT","MaxWS_ms_Max","MaxWS_ms_TMx","AirT_C_Avg","AirT_C_Max","AirT_C_TMx","AirT_C_Min","AirT_C_TMn","VP_mbar_Avg","BP_mbar_Max","BP_mbar_TMx","BP_mbar_Min","BP_mbar_TMn","RH_Max","RH_Min","RHT_C_Max","RHT_C_Min","TiltNS_deg_Max","TiltNS_deg_TMx","TiltNS_deg_Min","TiltNS_deg_TMn","TiltWE_deg_Max","TiltWE_deg_TMx","TiltWE_deg_Min","PAR_Den_C_Avg","PAR_Tot_C_Tot","CVMeta"
"2022-05-31 00:00:00",73,12.1,0,200.1,1.44066,0.674,150.6,0,5.55,"2022-05-30 07:44:00",22.85,29.5,"2022-05-30 15:22:00",16.7,"2022-05-30 02:51:00",21.05764,996.4,"2022-05-30 11:50:00",994.1,"2022-05-30 18:09:00",96.4,49.4,30.9,16.8,0.3,"2022-05-30 14:21:00",-1.3,"2022-05-30 06:54:00",1.7,"2022-05-30 11:50:00",-0.1,227.4,7999,"013CAMPBELLCLIM50529VUE-500002132"
"2022-06-01 00:00:00",74,11.99,0,195.4,1.40702,0.72,152.5,0,5.23,"2022-05-31 08:47:00",24.24,30.5,"2022-05-31 13:50:00",19,"2022-05-31 04:48:00",22.30819,997.4,"2022-05-31 08:15:00",993.1,"2022-05-31 18:40:00",93.8,46.3,32.1,19.2,-0.2,"2022-05-31 10:25:00",-1.4,"2022-05-31 10:00:00",1.6,"2022-05-31 10:00:00",-0.2,225.4,7999,"013CAMPBELLCLIM50529VUE-500002132"
"2022-06-02 00:00:00",75,12.1,3.927,138.3,0.995405,0.811,147.4,0,9.39,"2022-06-01 15:14:00",22.73,29.4,"2022-06-01 12:49:00",18.5,"2022-06-01 23:56:00",23.80535,994.2,"2022-06-01 00:01:00",989.3,"2022-06-01 14:43:00",100,56.3,31.2,18.8,2.1,"2022-06-01 10:28:00",-2.9,"2022-06-01 10:33:00",3.4,"2022-06-01 09:12:00",-2.1,158,7999,"013CAMPBELLCLIM50529VUE-500002132"
"2022-06-03 00:00:00",76,12.08,0,100.4,0.7225749,0.596,115.6,0,4.39,"2022-06-02 14:18:00",16.88,19.1,"2022-06-02 18:53:00",13.7,"2022-06-02 23:49:00",16.22125,991.9,"2022-06-02 12:13:00",990.1,"2022-06-02 03:04:00",98.2,66,20.3,13.7,-0.3,"2022-06-02 14:32:00",-1.2,"2022-06-02 14:02:00",1.5,"2022-06-02 14:36:00",-0.3,120.7,7999,"013CAMPBELLCLIM50529VUE-500002132"
"2022-06-04 00:00:00",77,12.23,0,208.8,1.503405,0.832,181.1,0,5.62,"2022-06-03 11:34:00",18.14,25,"2022-06-03 16:41:00",11.8,"2022-06-03 05:26:00",14.05097,993.7,"2022-06-03 23:19:00",990.5,"2022-06-03 16:30:00",98.7,35.5,26.7,11.7,0.1,"2022-06-03 17:25:00",-1.4,"2022-06-03 12:21:00",1.3,"2022-06-03 12:45:00",-1,227,7999,"013CAMPBELLCLIM50529VUE-500002132"
"2022-06-05 00:00:00",78,12.92,0,203.2,1.462955,0.603,147.6,0,4.24,"2022-06-04 08:41:00",15.88,20.1,"2022-06-04 11:28:00",10.8,"2022-06-04 05:32:00",12.66792,997.4,"2022-06-04 08:06:00",993.8,"2022-06-04 00:01:00",93.2,48.9,24.9,10.8,-0.3,"2022-06-04 03:18:00",-1.1,"2022-06-04 11:51:00",1.1,"2022-06-04 14:22:00",-0.1,216.7,7999,"013CAMPBELLCLIM50529VUE-500002132"
"2022-06-06 00:00:00",79,12.24,0,138.7,0.9985549,0.559,152.1,0,4.01,"2022-06-05 17:35:00",18.18,25.6,"2022-06-05 14:45:00",14,"2022-06-05 00:08:00",14.25757,995.2,"2022-06-05 06:51:00",991.2,"2022-06-05 18:50:00",84,37.8,26.4,13.8,-0.3,"2022-06-05 05:01:00",-1,"2022-06-05 11:40:00",0.9,"2022-06-05 14:17:00",-0.2,156.4,7999,"013CAMPBELLCLIM50529VUE-500002132"
"2022-06-07 00:00:00",80,12.04,6.783,108.6,0.78218,0.618,150.7,0,5.8,"2022-06-06 16:00:00",20.17,27.4,"2022-06-06 14:32:00",15.7,"2022-06-06 02:27:00",19.13368,991.2,"2022-06-06 00:01:00",985.7,"2022-06-06 15:52:00",99,59.2,28.9,15.5,-0.3,"2022-06-06 13:05:00",-1.3,"2022-06-06 15:30:00",1.1,"2022-06-06 12:35:00",-0.1,121.7,7999,"013CAMPBELLCLIM50529VUE-500002132"
"2022-06-08 00:00:00",81,12.12,16.74,96.8,0.69723,0.76,193,0,5.64,"2022-06-07 13:27:00",17.97,22.4,"2022-06-07 11:09:00",14.3,"2022-06-07 23:32:00",20.1034,993.2,"2022-06-07 22:22:00",985.5,"2022-06-07 04:36:00",100,86,24.2,14.1,0.1,"2022-06-07 13:53:00",-1.5,"2022-06-07 00:01:00",1.9,"2022-06-07 11:07:00",-0.4,113.4,7999,"013CAMPBELLCLIM50529VUE-500002132"
"2022-06-09 00:00:00",82,12.09,10.08,141.1,1.015575,0.636,167.7,0,4.56,"2022-06-08 15:33:00",16.66,21,"2022-06-08 11:45:00",13.1,"2022-06-08 04:40:00",17.91271,994.3,"2022-06-08 07:11:00",985.5,"2022-06-08 21:27:00",100,80,24.9,13,0.7,"2022-06-08 16:17:00",-1.2,"2022-06-08 21:22:00",2,"2022-06-08 16:17:00",-0.3,161.3,7999,"013CAMPBELLCLIM50529VUE-500002132"
"2022-06-10 00:00:00",83,12.58,0,206.5,1.4867,1.696,301.8,0,7.23,"2022-06-09 00:58:00",17.07,21.7,"2022-06-09 17:17:00",14,"2022-06-09 23:45:00",15.26417,993.6,"2022-06-09 12:28:00",987.1,"2022-06-09 00:01:00",95.9,55.3,23.1,14,0.5,"2022-06-09 14:16:00",-1.9,"2022-06-09 08:30:00",2,"2022-06-09 17:09:00",-1.1,234.1,7999,"013CAMPBELLCLIM50529VUE-500002132"
"2022-06-11 00:00:00",84,12.69,0,194.2,1.39805,0.516,170.1,0,4.36,"2022-06-10 10:58:00",17.74,23.9,"2022-06-10 15:06:00",12.4,"2022-06-10 05:45:00",16.24792,994.3,"2022-06-10 07:21:00",991.3,"2022-06-10 16:58:00",98.8,45.5,26.9,12.4,-0.2,"2022-06-10 10:21:00",-1.2,"2022-06-10 11:01:00",1,"2022-06-10 11:01:00",0.1,218.7,7999,"013CAMPBELLCLIM50529VUE-500002132"
"2022-06-12 00:00:00",85,12.24,0,155.2,1.117475,0.668,149.4,0,3.85,"2022-06-11 10:53:00",18.82,22.9,"2022-06-11 16:11:00",14.6,"2022-06-11 05:34:00",17.64799,992.9,"2022-06-11 08:16:00",989.1,"2022-06-11 18:07:00",96.2,59.4,26.6,14.6,-0.2,"2022-06-11 10:23:00",-1.4,"2022-06-11 12:53:00",1,"2022-06-11 11:06:00",-0.1,177.2,7999,"013CAMPBELLCLIM50529VUE-500002132"
"2022-06-13 00:00:00",86,12.05,0,152.6,1.09842,0.666,142,0,5.07,"2022-06-12 10:08:00",21.14,26.2,"2022-06-12 15:45:00",16.7,"2022-06-12 04:41:00",21.25604,992.5,"2022-06-12 23:35:00",988.4,"2022-06-12 03:43:00",96.4,65.8,27.4,16.5,0.4,"2022-06-12 10:02:00",-1.1,"2022-06-12 08:26:00",1.7,"2022-06-12 08:26:00",-0.6,177.1,7999,"013CAMPBELLCLIM50529VUE-500002132"
"2022-06-14 00:00:00",87,12.06,14.54,186.6,1.34349,0.601,129.3,0,11.12,"2022-06-13 21:55:00",20.15,23.1,"2022-06-13 16:52:00",17,"2022-06-13 05:37:00",20.5668,995.1,"2022-06-13 21:59:00",990.4,"2022-06-13 19:39:00",99.1,73.3,27.7,17,8.3,"2022-06-13 21:58:00",-3.9,"2022-06-13 10:32:00",3.2,"2022-06-13 13:18:00",-17.7,215.9,7999,"013CAMPBELLCLIM50529VUE-500002132"
"2022-06-15 00:00:00",88,12.08,7.803,107.2,0.77171,0.742,142.2,0,7.66,"2022-06-14 01:50:00",20.67,23,"2022-06-14 18:49:00",18.8,"2022-06-14 05:11:00",23.64854,995.1,"2022-06-14 01:50:00",989.4,"2022-06-14 02:29:00",100,86.5,25.8,18.7,0.8,"2022-06-14 01:48:00",-2.4,"2022-06-14 01:53:00",1.5,"2022-06-14 01:53:00",-2.5,124.9,7999,"013CAMPBELLCLIM50529VUE-500002132"
"2022-06-16 00:00:00",89,12.56,0,198.7,1.43068,0.944,145.5,0,4.66,"2022-06-15 15:50:00",26.46,33.1,"2022-06-15 15:01:00",21.7,"2022-06-15 00:02:00",29.70507,995,"2022-06-15 11:05:00",992,"2022-06-15 20:10:00",100,59.8,35,21.5,-0.4,"2022-06-15 05:49:00",-1.1,"2022-06-15 16:44:00",1,"2022-06-15 13:30:00",-0.1,228.3,7999,"013CAMPBELLCLIM50529VUE-500002132"
"2022-06-17 00:00:00",90,12.49,0,167.1,1.203125,1.037,154.2,0,9.93,"2022-06-16 15:01:00",26.28,31.9,"2022-06-16 15:15:00",22.2,"2022-06-16 23:47:00",26.48694,994.3,"2022-06-16 02:26:00",990.5,"2022-06-16 19:44:00",94.6,43.4,33,22.4,0.7,"2022-06-16 15:52:00",-2.6,"2022-06-16 13:25:00",2.7,"2022-06-16 15:57:00",-1.5,196.9,7999,"013CAMPBELLCLIM50529VUE-500002132"
"2022-06-18 00:00:00",91,12.08,0,218,1.56975,1.929,296.5,0,10.14,"2022-06-17 09:33:00",23.2,26.7,"2022-06-17 18:27:00",18.8,"2022-06-17 05:05:00",18.0925,995.6,"2022-06-17 23:59:00",991.2,"2022-06-17 18:21:00",89.2,44.8,27.7,18.8,1.1,"2022-06-17 17:28:00",-2.7,"2022-06-17 13:34:00",3.3,"2022-06-17 15:27:00",-2.8,248,7999,"013CAMPBELLCLIM50529VUE-500002132"
"2022-06-19 00:00:00",92,12.06,0,220.6,1.58847,1.165,320.8,0,7.78,"2022-06-18 02:07:00",17.46,20.6,"2022-06-18 19:13:00",14.8,"2022-06-18 05:45:00",11.86917,1003.3,"2022-06-18 23:29:00",995.5,"2022-06-18 00:01:00",74.3,42.1,22.4,14.9,0.8,"2022-06-18 02:04:00",-1.6,"2022-06-18 11:08:00",1.7,"2022-06-18 02:08:00",-0.8,241.8,7999,"013CAMPBELLCLIM50529VUE-500002132"
"2022-06-20 00:00:00",93,12.08,0,211.2,1.520345,0.791,191.9,0,4.54,"2022-06-19 09:47:00",17.13,21.7,"2022-06-19 17:13:00",11.5,"2022-06-19 05:43:00",12.57021,1005.8,"2022-06-19 11:06:00",1001,"2022-06-19 23:57:00",83.9,38.8,24.7,11.6,-0.3,"2022-06-19 09:52:00",-1.3,"2022-06-19 07:59:00",0.9,"2022-06-19 11:12:00",0.1,236.7,7999,"013CAMPBELLCLIM50529VUE-500002132"
"2022-06-21 00:00:00",94,12.07,0.884,89.3,0.6426849,0.533,155.7,0,2.21,"2022-06-20 15:23:00",18.4,24.7,"2022-06-20 15:24:00",14,"2022-06-20 06:24:00",17.12528,1004.4,"2022-06-20 06:49:00",997.9,"2022-06-20 17:32:00",94.7,60.2,25.6,14.3,-0.4,"2022-06-20 06:55:00",-1,"2022-06-20 08:04:00",0.8,"2022-06-20 09:48:00",0.1,106.2,7999,"013CAMPBELLCLIM50529VUE-500002132"
"2022-06-22 00:00:00",0,12.14,0,163.5,0.57872,0.773,157.3,0,4.99,"2022-06-21 13:41:00",27.53,33.1,"2022-06-21 17:01:00",21.7,"2022-06-21 23:01:00",22.11215,998.5,"2022-06-21 12:17:00",994.6,"2022-06-21 18:12:00",81.7,35.3,33.8,21.7,-0.3,"2022-06-21 12:13:00",-1.3,"2022-06-21 16:58:00",1.2,"2022-06-21 13:38:00",0,172.8,7340,"013CAMPBELLCLIM50529VUE-500002132"
"2022-06-23 00:00:00",1,12.14,0,202.8,1.4599,1.213,269.4,0,5.55,"2022-06-22 17:02:00",25.29,28.6,"2022-06-22 14:37:00",21.5,"2022-06-22 00:36:00",22.74618,995.2,"2022-06-22 00:01:00",991.4,"2022-06-22 17:32:00",87.2,51.2,32.2,21.5,0.4,"2022-06-22 16:50:00",-1.8,"2022-06-22 12:10:00",1.8,"2022-06-22 17:02:00",-1,238.5,7999,"013CAMPBELLCLIM50529VUE-500002132"
"2022-06-24 00:00:00",0,11.01,0,228.3,0.87308,1.127,214.4,0,5.27,"2022-06-23 11:46:00",20.25,24.1,"2022-06-23 16:55:00",15.3,"2022-06-23 23:48:00",17.62144,996.7,"2022-06-23 12:55:00",995.3,"2022-06-23 17:13:00",93.8,61.5,25.8,15.2,0,"2022-06-23 11:29:00",-1.4,"2022-06-23 11:24:00",1.8,"2022-06-23 12:56:00",-0.6,249.6,7999,"013CAMPBELLCLIM50529VUE-500002132"
"2022-06-25 00:00:00",1,11.93,0,212.4,1.529135,0.473,158.8,0,3.05,"2022-06-24 16:18:00",20.2,26.5,"2022-06-24 16:58:00",14.3,"2022-06-24 05:40:00",16.81396,998.7,"2022-06-24 11:56:00",996,"2022-06-24 02:49:00",97.1,44.5,31.1,14.3,-0.4,"2022-06-24 05:04:00",-1,"2022-06-24 12:53:00",0.7,"2022-06-24 00:05:00",0,242.3,7999,"013CAMPBELLCLIM50529VUE-500002132"
"2022-06-26 00:00:00",2,11.95,0,172.1,1.23902,0.444,140.2,0,2.83,"2022-06-25 15:22:00",21.31,27.7,"2022-06-25 11:35:00",14.3,"2022-06-25 04:52:00",19.85771,999.2,"2022-06-25 06:43:00",995,"2022-06-25 19:23:00",92.2,45.3,31.6,14,-0.4,"2022-06-25 02:32:00",-1,"2022-06-25 03:02:00",1.3,"2022-06-25 11:01:00",0.1,194.5,7999,"013CAMPBELLCLIM50529VUE-500002132"
"2022-06-27 00:00:00",3,12.05,0.238,89.8,0.6462749,0.865,169.8,0,7.4,"2022-06-26 22:14:00",23.42,27.8,"2022-06-26 17:46:00",20,"2022-06-26 00:40:00",23.40159,997.3,"2022-06-26 23:52:00",992.4,"2022-06-26 17:21:00",95.9,49.6,28.7,19.9,0.4,"2022-06-26 20:56:00",-1.5,"2022-06-26 12:31:00",2.4,"2022-06-26 21:36:00",-0.9,107.9,7999,"013CAMPBELLCLIM50529VUE-500002132"
"2022-06-28 00:00:00",4,12.47,0,215.3,1.55,2.617,308.9,0,8.45,"2022-06-27 00:15:00",21.1,23.1,"2022-06-27 15:14:00",18.6,"2022-06-27 23:59:00",13.70951,1002.3,"2022-06-27 23:50:00",997.2,"2022-06-27 00:12:00",67.9,45.2,24.2,18.5,0.8,"2022-06-27 12:17:00",-2.5,"2022-06-27 02:20:00",2.7,"2022-06-27 05:37:00",-1.2,241.3,7999,"013CAMPBELLCLIM50529VUE-500002132"
"2022-06-29 00:00:00",0,10.66,0,264.5,1.06605,0.671,155.1,0,3.44,"2022-06-28 11:29:00",19.48,23.1,"2022-06-28 16:58:00",14.3,"2022-06-28 22:45:00",13.65335,1004.2,"2022-06-28 11:26:00",1001.6,"2022-06-28 18:47:00",77.7,45.4,26.7,14.1,-0.4,"2022-06-28 11:53:00",-1,"2022-06-28 12:11:00",0.7,"2022-06-28 10:46:00",-0.2,285.6,7999,"013CAMPBELLCLIM50529VUE-500002132"
"2022-06-30 00:00:00",1,11.83,0,178.5,1.28491,0.68,146.2,0,5.03,"2022-06-29 10:31:00",19.87,26,"2022-06-29 13:05:00",13.5,"2022-06-29 04:17:00",17.46917,1003.3,"2022-06-29 10:54:00",1000.7,"2022-06-29 18:13:00",89.5,52,27.8,13.3,0,"2022-06-29 10:33:00",-1.5,"2022-06-29 10:28:00",1.6,"2022-06-29 10:28:00",-0.2,200.7,7999,"013CAMPBELLCLIM50529VUE-500002132"
"2022-07-01 00:00:00",2,11.86,0,205.1,1.477025,0.599,143.4,0,3.48,"2022-06-30 15:23:00",23.22,30.6,"2022-06-30 13:02:00",16.6,"2022-06-30 04:45:00",17.96361,1002.4,"2022-06-30 07:32:00",995.9,"2022-06-30 19:47:00",88.9,35.7,34.1,16.4,0.1,"2022-06-30 14:04:00",-1.4,"2022-06-30 13:43:00",0.9,"2022-06-30 14:04:00",0.1,229.4,7999,"013CAMPBELLCLIM50529VUE-500002132"
"2022-07-02 00:00:00",3,11.83,18.33,129.1,0.929225,0.825,155.6,0,13.76,"2022-07-01 15:47:00",23.15,31.1,"2022-07-01 12:07:00",19.3,"2022-07-01 01:36:00",22.97583,996.1,"2022-07-01 00:01:00",990.9,"2022-07-01 16:21:00",100,48.6,33.2,19.1,1.5,"2022-07-01 17:53:00",-2,"2022-07-01 17:24:00",2.5,"2022-07-01 17:51:00",-2.6,150.6,7999,"013CAMPBELLCLIM50529VUE-500002132"
"2022-07-03 00:00:00",4,11.85,0.068,209.3,1.50673,0.799,167.5,0,5.42,"2022-07-02 08:45:00",20.77,25.5,"2022-07-02 15:41:00",15.3,"2022-07-02 08:30:00",19.08479,997.2,"2022-07-03 00:00:00",993.3,"2022-07-02 00:01:00",100,44.3,27.2,17.3,0.2,"2022-07-02 09:30:00",-1.5,"2022-07-02 08:34:00",1.6,"2022-07-02 09:55:00",-0.5,232.9,7999,"013CAMPBELLCLIM50529VUE-500002132"
"2022-07-04 00:00:00",5,11.83,0,202.2,1.456035,0.601,138.8,0,3.24,"2022-07-03 11:39:00",20.89,25.3,"2022-07-03 11:57:00",16.7,"2022-07-03 02:46:00",19.28729,1001,"2022-07-03 11:14:00",997.2,"2022-07-03 00:01:00",94.3,62,30.7,16.7,-0.4,"2022-07-03 11:33:00",-1,"2022-07-03 08:27:00",0.9,"2022-07-03 08:21:00",0.1,227,7999,"013CAMPBELLCLIM50529VUE-500002132"
"2022-07-05 00:00:00",6,11.79,0,179.6,1.29319,0.492,142.7,0,3.23,"2022-07-04 16:20:00",22.96,29.6,"2022-07-04 13:01:00",16.9,"2022-07-04 05:31:00",20.92535,1001,"2022-07-04 06:29:00",995.9,"2022-07-04 22:31:00",88,46.2,33,16.9,-0.4,"2022-07-04 01:05:00",-1,"2022-07-04 09:01:00",0.8,"2022-07-04 11:07:00",0.1,201.8,7999,"013CAMPBELLCLIM50529VUE-500002132"
"2022-07-06 00:00:00",7,11.77,8.36,120.4,0.8671399,0.941,169.6,0,7.23,"2022-07-05 14:03:00",23.98,30,"2022-07-05 16:51:00",19.9,"2022-07-05 04:20:00",26.60903,995.9,"2022-07-05 00:01:00",989.3,"2022-07-05 19:30:00",100,67.7,31.3,19.8,0.7,"2022-07-05 23:37:00",-2.2,"2022-07-05 12:39:00",1.6,"2022-07-05 15:06:00",-2.2,137.3,7999,"013CAMPBELLCLIM50529VUE-500002132"
"2022-07-07 00:00:00",8,11.78,6.664,81.5,0.586565,0.67,145.4,0,3.96,"2022-07-06 12:27:00",21.59,22.8,"2022-07-06 07:47:00",20.2,"2022-07-06 23:46:00",24.21562,995.9,"2022-07-06 21:56:00",991.4,"2022-07-06 03:42:00",100,83.8,24.3,20.1,-0.4,"2022-07-06 14:55:00",-1,"2022-07-06 08:11:00",1,"2022-07-06 09:55:00",0,97.8,7999,"013CAMPBELLCLIM50529VUE-500002132"
"2022-07-08 00:00:00",9,11.78,0,189.4,1.36386,0.525,137.8,0,2.65,"2022-07-07 11:54:00",20.97,24.5,"2022-07-07 13:08:00",17.6,"2022-07-07 05:23:00",21.76076,997.1,"2022-07-07 11:14:00",995.3,"2022-07-07 19:42:00",99.7,71.5,29.1,17.5,-0.4,"2022-07-07 00:21:00",-1,"2022-07-07 12:44:00",0.9,"2022-07-07 12:50:00",0.1,213.9,7999,"013CAMPBELLCLIM50529VUE-500002132"
"2022-07-09 00:00:00",10,11.74,0,100.1,0.720785,0.404,145.2,0,1.53,"2022-07-08 12:28:00",21.79,25.1,"2022-07-08 16:37:00",18,"2022-07-08 04:51:00",23.06299,998.7,"2022-07-08 23:53:00",996,"2022-07-08 03:13:00",97.5,74.9,27.6,18.1,-0.4,"2022-07-08 00:36:00",-1,"2022-07-08 04:55:00",0.7,"2022-07-08 02:53:00",0.1,119.5,7999,"013CAMPBELLCLIM50529VUE-500002132"
"2022-07-10 00:00:00",11,11.73,0,202,1.45468,0.828,136.8,0,5.24,"2022-07-09 16:27:00",21.55,24.1,"2022-07-09 11:20:00",16.3,"2022-07-09 23:57:00",19.84896,1000.2,"2022-07-09 12:02:00",997.4,"2022-07-09 03:53:00",89.8,55.4,29.2,16.7,-0.4,"2022-07-09 02:41:00",-1.2,"2022-07-09 19:37:00",1,"2022-07-09 08:32:00",-0.4,219.2,7999,"013CAMPBELLCLIM50529VUE-500002132"
"2022-07-11 00:00:00",12,11.7,0,209.3,1.506815,0.606,146.5,0,3.09,"2022-07-10 13:55:00",18.96,24.2,"2022-07-10 17:05:00",13.5,"2022-07-10 05:21:00",16.99389,1000.2,"2022-07-10 00:01:00",994.2,"2022-07-10 23:55:00",94.8,60.7,29.8,13.5,-0.3,"2022-07-10 07:55:00",-1,"2022-07-10 18:29:00",0.8,"2022-07-10 07:55:00",0,225.5,7999,"013CAMPBELLCLIM50529VUE-500002132"
"2022-07-12 00:00:00",13,11.67,0,186.8,1.34471,0.699,188.8,0,5.47,"2022-07-11 14:36:00",22.25,29.4,"2022-07-11 13:54:00",14.8,"2022-07-11 00:44:00",20.94472,994.2,"2022-07-11 00:01:00",986.3,"2022-07-11 23:21:00",96,51.5,32.4,14.5,0,"2022-07-11 14:21:00",-1.6,"2022-07-11 14:04:00",1.5,"2022-07-11 12:06:00",-0.4,218.5,7999,"013CAMPBELLCLIM50529VUE-500002132"
"2022-07-13 00:00:00",14,11.7,0,183.5,1.321305,1.338,273.2,0,8.65,"2022-07-12 12:35:00",23.99,27.8,"2022-07-12 14:00:00",19.9,"2022-07-12 23:55:00",22.35646,992.4,"2022-07-12 23:45:00",985.9,"2022-07-12 01:59:00",96.8,53.8,30.7,20.1,1.6,"2022-07-12 12:09:00",-2.2,"2022-07-12 12:35:00",2.3,"2022-07-12 14:54:00",-1.1,217.9,7999,"013CAMPBELLCLIM50529VUE-500002132"
"2022-07-14 00:00:00",15,11.68,12.27,154.9,1.11547,0.633,150.9,0,18,"2022-07-13 14:36:00",19.82,25.9,"2022-07-13 12:44:00",16.8,"2022-07-13 05:30:00",20.76028,996.2,"2022-07-13 23:57:00",992.1,"2022-07-13 14:07:00",100,69.5,30.6,16.7,1.8,"2022-07-13 14:36:00",-3.2,"2022-07-13 14:37:00",2.9,"2022-07-13 14:38:00",-6.2,176.9,7999,"013CAMPBELLCLIM50529VUE-500002132"
"2022-07-15 00:00:00",16,11.66,0.238,199.4,1.436005,0.607,158,0,3.25,"2022-07-14 14:03:00",19.08,23.8,"2022-07-14 12:20:00",14.9,"2022-07-14 23:59:00",19.23222,1001.8,"2022-07-14 23:47:00",996.2,"2022-07-14 00:01:00",100,57,27.7,15,-0.4,"2022-07-14 07:07:00",-1,"2022-07-14 18:22:00",0.8,"2022-07-14 12:44:00",-0.2,228.4,7999,"013CAMPBELLCLIM50529VUE-500002132"
"2022-07-16 00:00:00",17,11.65,0.969,180.8,1.30163,0.508,144.6,0,4.31,"2022-07-15 22:33:00",19.5,25.8,"2022-07-15 10:54:00",12.4,"2022-07-15 05:41:00",17.78938,1002.3,"2022-07-15 06:01:00",998.4,"2022-07-15 20:15:00",98.2,42.9,30.7,12.5,-0.2,"2022-07-15 17:48:00",-1.4,"2022-07-15 22:33:00",1.1,"2022-07-15 13:28:00",-0.1,204.1,7999,"013CAMPBELLCLIM50529VUE-500002132"
"2022-07-17 00:00:00",18,11.63,2.601,114.3,0.8227149,0.464,142.5,0,2.86,"2022-07-16 11:09:00",20.9,24.6,"2022-07-16 14:33:00",16.9,"2022-07-16 01:09:00",22.71299,999.9,"2022-07-16 00:12:00",994.1,"2022-07-16 19:06:00",100,79.7,26.8,16.8,-0.4,"2022-07-16 02:39:00",-1.1,"2022-07-16 08:27:00",0.7,"2022-07-16 04:48:00",0.2,135.1,7999,"013CAMPBELLCLIM50529VUE-500002132"
"2022-07-18 00:00:00",19,11.64,8.86,37.45,0.269675,0.583,151.6,0,2.36,"2022-07-17 08:35:00",21.07,22.3,"2022-07-17 15:06:00",19.5,"2022-07-17 09:04:00",24.47937,994.3,"2022-07-17 00:01:00",988.2,"2022-07-17 23:53:00",100,91.3,22.9,19.7,-0.4,"2022-07-17 23:04:00",-1,"2022-07-17 02:56:00",0.8,"2022-07-17 05:16:00",0.1,44.4,3836,"013CAMPBELLCLIM50529VUE-500002132"
"2022-07-19 00:00:00",20,11.62,1.19,123.4,0.8888299,0.792,226.6,0,4.45,"2022-07-18 11:12:00",22.64,27.4,"2022-07-18 16:49:00",20.2,"2022-07-18 23:44:00",24.81097,991,"2022-07-18 10:16:00",987.6,"2022-07-18 01:08:00",100,61.4,28.8,20.2,-0.2,"2022-07-18 09:32:00",-1.3,"2022-07-18 11:12:00",1.2,"2022-07-18 10:28:00",-0.2,145.9,7999,"013CAMPBELLCLIM50529VUE-500002132"
"2022-07-20 00:00:00",21,11.6,0.255,182.9,1.31694,0.724,157.6,0,4.4,"2022-07-19 13:02:00",23.84,29.6,"2022-07-19 15:36:00",19.1,"2022-07-19 05:33:00",25.17611,992.4,"2022-07-19 06:25:00",989.8,"2022-07-19 17:40:00",100,61.7,32.4,19.1,-0.3,"2022-07-19 11:43:00",-1.4,"2022-07-19 14:34:00",1.2,"2022-07-19 11:40:00",-0.6,211,7999,"013CAMPBELLCLIM50529VUE-500002132"
"2022-07-21 00:00:00",22,11.56,0.204,150.2,1.08144,0.691,146.6,0,8.17,"2022-07-20 15:45:00",24.82,30.3,"2022-07-20 14:50:00",20.6,"2022-07-20 02:25:00",27.26333,990.5,"2022-07-20 00:02:00",980.3,"2022-07-20 16:46:00",96.6,66.2,33.8,20.5,0,"2022-07-20 10:37:00",-1,"2022-07-20 11:53:00",1.7,"2022-07-20 11:53:00",0.1,173,7999,"013CAMPBELLCLIM50529VUE-500002132"
"2022-07-22 00:00:00",23,11.44,0.085,175.4,1.262795,1.18,188.2,0,7.09,"2022-07-21 14:06:00",24.59,29.8,"2022-07-21 15:46:00",20.3,"2022-07-21 05:30:00",23.90784,990,"2022-07-21 23:19:00",983.3,"2022-07-21 01:49:00",96.6,49.5,31.4,20.3,12.2,"2022-07-21 14:05:00",-5.3,"2022-07-21 14:16:00",6.7,"2022-07-21 14:05:00",-3.7,205.1,7999,"013CAMPBELLCLIM50529VUE-500002132"
"2022-07-23 00:00:00",24,11.56,0.017,164.6,1.185185,0.751,139.5,0,4.24,"2022-07-22 12:09:00",24.11,28.7,"2022-07-22 12:21:00",20.1,"2022-07-22 05:46:00",24.87479,995.9,"2022-07-23 00:00:00",988.8,"2022-07-22 00:16:00",95.5,63.4,31.6,20.2,0.6,"2022-07-22 10:56:00",-1.7,"2022-07-22 08:30:00",1.2,"2022-07-22 10:08:00",-0.5,188.8,7999,"013CAMPBELLCLIM50529VUE-500002132"
"2022-07-24 00:00:00",25,11.6,2.295,70.43,0.5071099,0.78,149.3,0,6.18,"2022-07-23 10:41:00",22.15,26.1,"2022-07-23 16:52:00",19.2,"2022-07-23 12:39:00",23.95729,997.9,"2022-07-23 11:13:00",993.6,"2022-07-23 07:09:00",100,72.5,27.1,19.7,2.3,"2022-07-23 10:42:00",-1.3,"2022-07-23 14:19:00",1.6,"2022-07-23 10:42:00",-0.5,79.09,6834,"013CAMPBELLCLIM50529VUE-500002132"
